tag_id,species,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg,is_duplicate
UNKNOWN,Chinstrap,48.14,21.21,194.66,4072.66,Adult,UNKNOWN,Shortcut Point,Biscoe,2023-01-06,Sick,PAPRI2021,no,1900-01-01,True
ADE-0142,Adelie,37.09,21.96,198.73,3879.7,Adult,FEMALE,Biscoe West,Biscoe,2023-04-17,Sick,PAPRI2022,no,1900-01-01,False
UNKNOWN,UNKNOWN,34.88,18.22,193.11,3338.83,Adult,FEMALE,Dream South,Dream,2022-05-06,Critical,PAPRI2020,yes,2020-04-23,False
CHN-0587,Chinstrap,51.28,19.24,207.81,2546.03,Juvenile,MALE,Biscoe West,Biscoe,2022-01-11,Critical,UNKNOWN,yes,2020-01-08,False
UNKNOWN,Adelie,40.51,17.485,199.315,3052.73,Adult,MALE,Biscoe West,Biscoe,2024-01-27,Critical,PAPRI2023,yes,2023-01-21,False
GEN-0472,Gentoo,45.16668133802817,14.75,233.72,5453.86,Adult,FEMALE,UNKNOWN,Torgersen,2022-06-07,Sick,PAPRI2020,yes,2020-05-27,False
CHN-0356,Chinstrap,53.15,18.64,177.58,3395.08,Adult,MALE,Cormorant East,UNKNOWN,2022-12-25,Sick,PAPRI2019,yes,2019-12-11,False
GEN-0877,Gentoo,57.09,12.37,230.74,4742.5,Adult,FEMALE,Torgersen North,Torgersen,2022-07-06,Healthy,PAPRI2020,UNKNOWN,1900-01-01,False
GEN-0816,Gentoo,51.18,17.44,236.15,5394.15,Adult,MALE,Dream South,Dream,2022-04-06,Critical,PAPRI2021,yes,2021-04-06,False
UNKNOWN,Adelie,43.04,18.65,208.52,3808.49,Adult,MALE,Biscoe West,Biscoe,2021-07-09,Sick,PAPRI2020,yes,2020-06-29,False
CHN-0484,Chinstrap,46.32,20.48,217.32,3710.56,Adult,FEMALE,Biscoe West,Biscoe,2021-12-29,Sick,PAPRI2019,yes,2019-12-17,False
CHN-0876,Chinstrap,48.85,20.12,187.55,3853.52,Adult,MALE,Torgersen North,Torgersen,2022-05-17,Critical,PAPRI2020,yes,2020-05-15,True
UNKNOWN,Gentoo,41.95,13.46,229.36,5653.17,Adult,MALE,Cormorant East,Cormorant,2023-04-29,Critical,PAPRI2020,yes,2020-04-25,True
CHN-0912,Chinstrap,45.13,22.09,201.98,3668.64,Adult,MALE,Torgersen North,Torgersen,2022-10-11,Sick,PAPRI2021,no,1900-01-01,False
GEN-0936,Gentoo,50.9,15.2,226.54,3745.08,Adult,FEMALE,Dream South,Dream,2023-09-28,Healthy,PAPRI2020,yes,2020-09-26,False
CHN-0525,Chinstrap,49.72,20.79,213.24,3632.25,Adult,MALE,Cormorant East,UNKNOWN,2023-07-16,Critical,UNKNOWN,yes,2022-07-13,False
UNKNOWN,Adelie,36.85,18.52,190.95,3842.084374791102,Adult,MALE,Biscoe West,UNKNOWN,2022-03-02,Critical,PAPRI2021,yes,2021-02-23,False
ADE-0028,Adelie,38.36,17.49,197.72,3268.44,Adult,MALE,Dream South,Dream,2022-05-11,Sick,PAPRI2020,yes,2020-05-02,False
UNKNOWN,Adelie,39.65,15.74,204.41,3454.35,Adult,FEMALE,Torgersen North,Dream,1900-01-01,Overweight,PAPRI2023,UNKNOWN,2023-07-01,True
GEN-0972,Gentoo,48.08,15.48,214.79,5347.57,Adult,UNKNOWN,Dream South,Dream,1900-01-01,UNKNOWN,PAPRI2021,yes,2021-10-05,True
UNKNOWN,Adelie,35.61,20.22,185.28,3266.56,Adult,MALE,Torgersen North,Torgersen,2023-03-04,Overweight,PAPRI2022,yes,2022-03-02,True
UNKNOWN,Gentoo,50.12,13.99,235.37,4203.59,Adult,FEMALE,Torgersen North,Torgersen,2023-02-09,Overweight,PAPRI2022,yes,2022-02-07,False
UNKNOWN,Chinstrap,45.54,18.53,202.05,2706.88,Juvenile,MALE,Torgersen North,Torgersen,1900-01-01,Overweight,PAPRI2023,UNKNOWN,1900-01-01,True
ADE-0232,Adelie,37.65,19.53,209.59,2905.05,Adult,FEMALE,Dream South,Dream,2020-11-27,Overweight,UNKNOWN,yes,2019-11-24,False
UNKNOWN,Gentoo,46.55,18.51,225.18,4214.74,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Healthy,PAPRI2023,yes,2023-01-13,True
CHN-0647,Chinstrap,44.5,18.31,193.49,3527.83,Adult,FEMALE,Torgersen North,Torgersen,2021-05-20,Critical,PAPRI2020,yes,2020-05-06,False
GEN-0211,Gentoo,49.33,15.02,228.96,4650.58,Adult,UNKNOWN,Biscoe West,Biscoe,1900-01-01,Sick,PAPRI2024,yes,2024-09-09,True
UNKNOWN,Chinstrap,46.99,19.85,193.95,3640.07,Adult,FEMALE,Biscoe West,Biscoe,1900-01-01,UNKNOWN,PAPRI2021,yes,2021-03-19,True
CHN-0327,Chinstrap,45.94,20.13,203.51,3070.95,Adult,MALE,Biscoe West,Biscoe,2022-07-22,Healthy,PAPRI2021,yes,2021-07-22,False
UNKNOWN,Adelie,45.16668133802817,19.32,197.12,2593.46,Juvenile,FEMALE,Dream South,Dream,2022-07-26,Overweight,PAPRI2021,UNKNOWN,2021-07-18,False
UNKNOWN,Gentoo,47.04,17.485,233.55,3834.33,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Overweight,PAPRI2019,yes,2019-11-01,True
UNKNOWN,Chinstrap,46.78,21.39,207.02,4736.22,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Sick,PAPRI2023,yes,2020-05-22,True
UNKNOWN,Chinstrap,45.12,17.89,199.315,3009.34,Adult,MALE,UNKNOWN,Dream,2022-05-11,Overweight,PAPRI2020,no,1900-01-01,True
CHN-0298,Chinstrap,45.88,16.83,192.13,3633.98,Adult,MALE,UNKNOWN,Dream,2023-03-16,Underweight,PAPRI2021,UNKNOWN,1900-01-01,True
UNKNOWN,Chinstrap,48.88,18.04,207.54,2740.1,Juvenile,MALE,Shortcut Point,Shortcut,2021-11-19,Critical,UNKNOWN,yes,2020-11-06,True
UNKNOWN,Gentoo,46.06,16.66,205.03,5424.75,Juvenile,MALE,Dream South,UNKNOWN,1900-01-01,Overweight,PAPRI2023,yes,2023-02-23,True
GEN-0251,Gentoo,50.29,12.73,214.57,4660.5,Adult,MALE,Torgersen North,Torgersen,2023-07-06,Sick,PAPRI2024,yes,2022-06-30,False
ADE-0399,Adelie,44.37,19.88,188.63,2658.05,Adult,MALE,Biscoe West,Biscoe,2023-11-03,Healthy,PAPRI2021,yes,2021-10-22,True
CHN-0765,Chinstrap,49.13,18.78,229.25,4066.23,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Underweight,PAPRI2021,yes,2021-09-24,True
UNKNOWN,Chinstrap,32.79,15.58,197.57,3334.88,Adult,MALE,Biscoe West,Biscoe,2023-02-19,UNKNOWN,PAPRI2021,yes,2021-02-08,False
UNKNOWN,Chinstrap,56.42,22.61,218.07,3700.7,Adult,MALE,Torgersen North,Torgersen,2022-02-27,Critical,PAPRI2021,no,1900-01-01,False
ADE-0905,Adelie,40.59,17.485,200.58,3360.14,Adult,MALE,Biscoe West,Biscoe,2023-03-16,Overweight,PAPRI2020,no,1900-01-01,False
UNKNOWN,Chinstrap,48.97,20.84,223.0,4196.43,Adult,MALE,Cormorant East,Dream,2024-01-02,Underweight,PAPRI2022,yes,2022-01-01,False
UNKNOWN,Gentoo,50.24,15.61,229.63,3023.92,Juvenile,FEMALE,Biscoe West,Biscoe,1900-01-01,Overweight,PAPRI2021,yes,2021-02-05,True
UNKNOWN,Adelie,39.17,17.485,199.315,3017.44,Adult,FEMALE,Cormorant East,UNKNOWN,2023-02-22,Healthy,PAPRI2022,yes,2022-02-08,False
UNKNOWN,Chinstrap,51.92,19.46,202.59,3059.39,Adult,MALE,Dream South,UNKNOWN,1900-01-01,Sick,PAPRI2022,yes,2022-03-02,True
CHN-0197,Chinstrap,42.86,19.59,204.44,2475.41,Adult,MALE,Shortcut Point,Shortcut,2022-10-27,Underweight,PAPRI2021,yes,2021-10-26,False
GEN-0428,Gentoo,50.8,16.33,212.89,4045.73,Adult,MALE,Torgersen North,Torgersen,2023-01-24,Critical,PAPRI2022,yes,2022-01-22,False
GEN-0438,Gentoo,42.58,16.12,236.7,4420.61,Adult,MALE,Dream South,Dream,2022-03-13,UNKNOWN,PAPRI2020,UNKNOWN,1900-01-01,False
UNKNOWN,Gentoo,47.54,14.41,235.49,5329.55,Adult,MALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2020,yes,2020-10-09,True
GEN-0184,Gentoo,54.69,17.49,226.56,3842.084374791102,Adult,MALE,Shortcut Point,Shortcut,2023-08-18,Underweight,PAPRI2022,UNKNOWN,2022-08-06,False
UNKNOWN,Adelie,38.45,17.15,212.58,4108.04,Adult,MALE,Dream South,Dream,2021-10-25,Healthy,PAPRI2020,no,1900-01-01,True
GEN-0032,Gentoo,44.79,17.485,219.82,3833.14,Adult,MALE,Torgersen North,Torgersen,2023-06-10,Sick,PAPRI2021,yes,2021-06-10,True
UNKNOWN,Chinstrap,50.26,17.485,192.08,4167.55,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Sick,PAPRI2022,yes,2022-10-09,True
UNKNOWN,Gentoo,45.35,13.69,199.1,3311.19,UNKNOWN,FEMALE,Torgersen North,Torgersen,2021-01-12,Sick,PAPRI2020,yes,2020-01-03,False
ADE-0406,Adelie,45.16668133802817,18.87,180.2,3553.54,Adult,FEMALE,UNKNOWN,Biscoe,1900-01-01,Overweight,PAPRI2020,no,1900-01-01,True
CHN-0914,Chinstrap,38.29,15.76,197.07,2593.63,Juvenile,MALE,UNKNOWN,Cormorant,2023-09-02,Overweight,PAPRI2021,yes,2021-08-28,False
GEN-0625,Gentoo,53.84,15.31,209.36,3842.084374791102,Juvenile,MALE,Shortcut Point,UNKNOWN,2024-01-09,Overweight,PAPRI2021,yes,2021-01-05,False
GEN-0699,Gentoo,48.07,17.65,210.76,4676.51,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Sick,PAPRI2021,yes,2022-11-22,True
UNKNOWN,Adelie,45.73,20.34,183.2,3431.93,Adult,MALE,Torgersen North,Torgersen,2022-10-14,Underweight,UNKNOWN,yes,2019-10-09,False
ADE-0271,Adelie,39.06,22.25,199.13,3291.62,Adult,FEMALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2022,yes,2022-07-18,True
ADE-0733,Adelie,35.52,17.84,195.84,3768.47,UNKNOWN,FEMALE,Shortcut Point,Shortcut,2023-04-29,Healthy,UNKNOWN,yes,2020-04-20,False
CHN-0765,Chinstrap,48.13,18.29,209.62,4241.83,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Overweight,PAPRI2021,yes,2021-09-24,True
UNKNOWN,Adelie,45.16668133802817,17.05,198.03,3181.43,Adult,MALE,Cormorant East,Cormorant,2022-07-02,Underweight,PAPRI2020,yes,2020-06-26,False
UNKNOWN,Chinstrap,48.42,17.485,187.99,2912.96,Juvenile,MALE,Shortcut Point,Cormorant,1900-01-01,Healthy,UNKNOWN,yes,2021-12-03,True
ADE-0095,Adelie,32.92,19.81,189.7,3977.95,Adult,MALE,Torgersen North,Torgersen,2022-04-30,Healthy,PAPRI2020,yes,2020-04-18,False
ADE-0614,Adelie,40.7,18.6,184.91,2376.56,Adult,FEMALE,Cormorant East,Cormorant,1900-01-01,Healthy,PAPRI2022,yes,2022-11-28,True
ADE-0621,Adelie,39.4,21.79,195.7,3474.22,Adult,MALE,Shortcut Point,Cormorant,2023-03-03,Critical,PAPRI2020,yes,2020-02-26,True
ADE-0071,Adelie,45.16668133802817,16.02,199.315,3710.24,Adult,MALE,Dream South,Dream,2023-09-16,Critical,PAPRI2022,yes,2022-09-11,False
UNKNOWN,Chinstrap,45.33,18.63,198.4,4315.05,Adult,MALE,Cormorant East,Dream,1900-01-01,UNKNOWN,PAPRI2023,yes,2023-09-07,True
UNKNOWN,Chinstrap,48.05,16.94,199.315,2963.46,Adult,MALE,UNKNOWN,Dream,2022-05-11,Underweight,PAPRI2020,no,1900-01-01,True
ADE-0603,Adelie,39.82,17.42,194.39,3842.084374791102,Adult,MALE,UNKNOWN,Biscoe,2022-08-16,Overweight,PAPRI2020,yes,2020-08-07,False
GEN-0205,Gentoo,53.6,17.22,232.88,5508.91,UNKNOWN,MALE,Torgersen North,Torgersen,2022-10-28,UNKNOWN,PAPRI2019,yes,2019-10-17,False
UNKNOWN,Chinstrap,55.86,19.39,207.26,3477.75,Adult,MALE,Biscoe West,Biscoe,2021-01-03,Healthy,PAPRI2020,yes,2019-12-20,False
CHN-0986,Chinstrap,43.89,22.0,215.91,3438.65,UNKNOWN,MALE,Dream South,Dream,1900-01-01,Overweight,PAPRI2023,yes,2023-03-03,True
UNKNOWN,Adelie,34.43,18.38,187.64,3693.36,Adult,MALE,Biscoe West,Shortcut,2024-01-12,Healthy,PAPRI2021,yes,2021-01-06,False
CHN-0614,Chinstrap,45.16668133802817,20.91,184.78,3842.084374791102,Adult,FEMALE,Biscoe West,Biscoe,1900-01-01,UNKNOWN,PAPRI2022,yes,2022-03-23,True
CHN-0047,Chinstrap,44.06,20.69,195.68,4669.91,Adult,MALE,Dream South,Dream,1900-01-01,Underweight,PAPRI2021,yes,2021-06-19,True
GEN-0885,Gentoo,42.9,17.76,219.92,3842.084374791102,Adult,MALE,Torgersen North,Torgersen,2022-12-01,Underweight,PAPRI2020,yes,2020-11-17,False
CHN-0872,Chinstrap,54.12,17.63,195.88,3431.17,Adult,MALE,Cormorant East,Cormorant,2022-07-29,Healthy,PAPRI2021,yes,2021-07-19,False
UNKNOWN,Gentoo,48.25,16.36,221.84,3865.37,Adult,FEMALE,Torgersen North,Torgersen,1900-01-01,Critical,PAPRI2021,yes,2021-11-02,True
CHN-0347,Chinstrap,51.48,20.56,208.21,3646.46,Adult,MALE,Biscoe West,Shortcut,2023-04-18,Overweight,PAPRI2021,yes,2021-04-07,False
GEN-0085,Gentoo,40.48,14.74,208.29,2827.76,Juvenile,MALE,Biscoe West,UNKNOWN,2021-06-05,Sick,UNKNOWN,yes,2020-05-23,False
UNKNOWN,Chinstrap,45.48,18.9,209.5,3755.31,Adult,MALE,Shortcut Point,Shortcut,2022-05-20,Critical,PAPRI2020,yes,2020-05-15,False
UNKNOWN,Chinstrap,52.22,17.485,207.92,3951.91,Adult,MALE,Torgersen North,Torgersen,2022-07-06,Sick,PAPRI2021,no,1900-01-01,False
UNKNOWN,Gentoo,54.54,15.24,199.315,5440.58,Adult,MALE,UNKNOWN,Torgersen,1900-01-01,UNKNOWN,PAPRI2024,yes,2024-11-27,True
ADE-0598,Adelie,43.87,17.54,191.6,3131.36,Adult,MALE,Cormorant East,Cormorant,2022-06-06,Critical,PAPRI2021,yes,2021-05-31,False
UNKNOWN,Chinstrap,52.83,20.28,207.88,3053.91,Adult,MALE,Shortcut Point,Shortcut,2022-07-25,Critical,PAPRI2021,yes,2021-07-13,False
GEN-0057,Gentoo,44.2,14.81,248.71,5387.08,Adult,MALE,Biscoe West,Biscoe,2023-02-02,Healthy,PAPRI2022,yes,2022-01-19,False
GEN-0841,Gentoo,49.86,14.24,230.59,4349.97,Adult,MALE,Dream South,UNKNOWN,1900-01-01,Critical,PAPRI2024,UNKNOWN,2024-06-17,True
UNKNOWN,Gentoo,45.55,16.17,220.02,5458.26,UNKNOWN,MALE,Biscoe West,Biscoe,2024-01-01,Underweight,PAPRI2023,UNKNOWN,2022-12-26,True
UNKNOWN,Chinstrap,47.62,16.51,195.06,3781.47,Juvenile,FEMALE,Biscoe West,Biscoe,2022-08-11,Healthy,PAPRI2020,yes,2020-08-09,False
UNKNOWN,Adelie,45.27,17.12,174.84,3596.56,UNKNOWN,MALE,Biscoe West,UNKNOWN,2021-09-20,UNKNOWN,PAPRI2020,UNKNOWN,2020-09-06,True
UNKNOWN,Gentoo,45.7,17.485,242.27,5206.75,Adult,MALE,Torgersen North,Torgersen,2023-01-31,Overweight,PAPRI2022,UNKNOWN,2022-01-20,True
UNKNOWN,Gentoo,51.48,16.57,226.51,4128.83,Adult,MALE,Dream South,Biscoe,2023-04-16,Overweight,PAPRI2022,yes,2021-04-16,False
UNKNOWN,Chinstrap,53.23,16.21,199.315,3041.5,Adult,MALE,Torgersen North,Torgersen,2023-12-06,Underweight,PAPRI2020,no,1900-01-01,False
UNKNOWN,Gentoo,51.82,14.63,204.84,5047.18,Adult,MALE,Torgersen North,Torgersen,2021-10-05,Critical,PAPRI2020,yes,2020-10-05,False
UNKNOWN,Adelie,40.12,17.48,199.69,3553.01,Adult,FEMALE,Biscoe West,Biscoe,2024-02-13,Sick,PAPRI2021,yes,2021-02-13,True
UNKNOWN,Gentoo,50.74,14.59,221.01,3753.86,Adult,FEMALE,Cormorant East,Cormorant,2024-02-04,UNKNOWN,PAPRI2023,yes,2023-02-04,False
GEN-0271,Gentoo,46.58,14.95,223.02,4071.28,Adult,FEMALE,Biscoe West,Biscoe,2021-10-30,Underweight,UNKNOWN,yes,2019-10-28,True
CHN-0451,UNKNOWN,52.0,20.32,211.75,4619.37,Adult,MALE,Dream South,Dream,2022-10-14,Critical,UNKNOWN,yes,2021-10-03,False
CHN-0453,Chinstrap,48.08,16.74,202.38,3842.084374791102,Adult,MALE,Biscoe West,Biscoe,2022-09-19,Healthy,PAPRI2020,UNKNOWN,2020-09-11,False
ADE-0296,Adelie,35.03,21.77,191.98,3255.02,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Underweight,PAPRI2021,yes,2020-12-22,True
GEN-0545,Gentoo,47.36,14.06,202.19,4457.24,Adult,MALE,UNKNOWN,Dream,1900-01-01,Critical,PAPRI2022,yes,2022-06-24,True
ADE-0442,Adelie,40.5,17.72,208.35,6197.16,Adult,MALE,Torgersen North,Torgersen,2022-11-17,Critical,PAPRI2022,yes,2019-11-13,False
UNKNOWN,Adelie,46.67,16.79,187.86,3425.68,Adult,MALE,Cormorant East,Cormorant,2021-09-19,Overweight,PAPRI2020,no,1900-01-01,False
UNKNOWN,Chinstrap,45.16668133802817,19.47,216.96,4018.17,Adult,MALE,Biscoe West,Biscoe,2023-08-03,Sick,UNKNOWN,yes,2020-08-02,True
ADE-0296,Adelie,36.08,22.4,185.94,3556.87,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Underweight,PAPRI2021,yes,2020-12-22,True
CHN-0695,Chinstrap,56.83,17.89,185.46,4029.62,Adult,MALE,Dream South,Dream,2021-07-19,Healthy,PAPRI2020,yes,2020-07-13,False
UNKNOWN,Gentoo,41.95,14.06,233.0,5095.06,Adult,MALE,Dream South,Dream,1900-01-01,Healthy,PAPRI2022,yes,2022-06-20,True
UNKNOWN,Gentoo,53.0,17.485,232.17,5658.02,Adult,MALE,Dream South,Dream,2021-02-28,Healthy,PAPRI2020,no,1900-01-01,False
ADE-0925,Adelie,41.59,19.39,192.6,3644.68,Adult,FEMALE,UNKNOWN,Torgersen,2022-12-07,Underweight,UNKNOWN,yes,2019-11-25,False
CHN-0845,Chinstrap,48.74,16.48,210.54,2578.96,Juvenile,MALE,Shortcut Point,Shortcut,2021-12-15,Healthy,PAPRI2019,yes,2019-12-14,False
GEN-0808,Gentoo,45.16668133802817,15.1,230.28,4726.47,Adult,FEMALE,Biscoe West,Biscoe,1900-01-01,Overweight,PAPRI2022,yes,2022-11-15,True
UNKNOWN,Chinstrap,46.62,16.14,203.64,3817.5,Adult,MALE,Torgersen North,Torgersen,2023-08-18,Critical,PAPRI2020,UNKNOWN,2020-08-17,True
UNKNOWN,Adelie,33.06,20.6,194.53,4011.51,Adult,MALE,Dream South,UNKNOWN,2022-12-14,Healthy,PAPRI2020,yes,2020-12-13,True
GEN-0388,Gentoo,55.69,14.23,233.98,3956.13,Adult,UNKNOWN,Cormorant East,UNKNOWN,2022-02-15,Underweight,PAPRI2021,no,1900-01-01,False
UNKNOWN,Adelie,38.48,20.1,204.05,3463.72,Adult,MALE,UNKNOWN,Torgersen,2020-12-30,UNKNOWN,PAPRI2019,yes,2019-12-27,True
GEN-0146,Gentoo,47.1,13.96,216.42,5071.06,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Sick,PAPRI2020,UNKNOWN,1900-01-01,False
GEN-0433,Gentoo,51.07,15.56,237.07,5313.98,Adult,MALE,Shortcut Point,Shortcut,2020-10-07,Sick,PAPRI2019,no,1900-01-01,False
UNKNOWN,Adelie,35.65,19.94,189.51,4155.32,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Critical,PAPRI2024,yes,2024-05-15,True
GEN-0525,Gentoo,47.3,17.485,216.24,4406.99,Adult,FEMALE,Torgersen North,Torgersen,1900-01-01,Underweight,PAPRI2023,yes,2023-11-08,True
UNKNOWN,Gentoo,48.4,15.01,208.51,5754.58,Adult,MALE,Shortcut Point,Shortcut,1900-01-01,Critical,PAPRI2020,yes,2020-01-17,True
GEN-0392,Gentoo,45.16668133802817,16.45,199.315,5523.03,Adult,MALE,Torgersen North,Torgersen,2021-08-05,Overweight,PAPRI2024,yes,2020-08-04,False
ADE-0504,Adelie,34.83,17.55,199.315,4572.72,Adult,FEMALE,Dream South,Dream,2022-06-15,Overweight,PAPRI2020,yes,2020-06-02,False
CHN-0617,Chinstrap,49.02,19.38,199.01,4257.26,Adult,MALE,Cormorant East,Torgersen,2023-07-07,UNKNOWN,PAPRI2022,yes,2022-06-29,False
UNKNOWN,Adelie,41.88,17.81,181.28,3188.6,Adult,UNKNOWN,Torgersen North,Torgersen,2023-03-24,Underweight,PAPRI2021,yes,2021-03-17,False
GEN-0774,Gentoo,45.16668133802817,13.11,230.28,4712.56,Adult,MALE,Dream South,UNKNOWN,2022-12-29,Sick,PAPRI2020,no,1900-01-01,False
UNKNOWN,Chinstrap,45.39,18.98,203.54,3490.72,Adult,MALE,Torgersen North,Torgersen,1900-01-01,Healthy,PAPRI2021,yes,2021-06-07,True
ADE-0277,Adelie,43.82,17.82,193.49,4232.62,Adult,FEMALE,Torgersen North,Torgersen,2022-08-20,Sick,PAPRI2020,yes,2020-08-19,False
ADE-0609,Adelie,38.69,18.88,212.45,4106.86,Adult,FEMALE,Shortcut Point,Shortcut,2023-08-05,Critical,UNKNOWN,yes,2020-07-22,False
ADE-0057,Adelie,43.18,17.485,207.56,4369.37,Adult,FEMALE,Dream South,Dream,2022-07-10,Healthy,PAPRI2021,yes,2021-07-06,False
ADE-0103,Adelie,38.49,20.51,193.7,4241.43,Adult,FEMALE,Biscoe West,Biscoe,2023-07-02,Underweight,PAPRI2020,yes,2020-06-25,False
UNKNOWN,Chinstrap,48.39,18.82,204.79,3602.52,UNKNOWN,MALE,Torgersen North,Torgersen,1900-01-01,Underweight,PAPRI2022,no,1900-01-01,True
UNKNOWN,Adelie,45.41,18.36,181.14,4242.53,Adult,MALE,UNKNOWN,Biscoe,2022-06-25,Overweight,PAPRI2020,yes,2020-06-12,False
UNKNOWN,Gentoo,48.91,18.53,231.7,4224.1,Adult,FEMALE,UNKNOWN,Torgersen,2023-10-13,Healthy,PAPRI2020,no,1900-01-01,False
CHN-0349,Chinstrap,52.48,19.11,199.98,2610.73,Juvenile,MALE,Biscoe West,Biscoe,2020-11-19,Critical,PAPRI2019,yes,2019-11-15,True
GEN-0204,Gentoo,48.47,13.39,242.01,4400.0,Adult,FEMALE,Biscoe West,Biscoe,2022-03-11,Critical,PAPRI2020,yes,2020-03-09,True
UNKNOWN,Chinstrap,52.01,19.41,220.45,4199.55,Adult,MALE,UNKNOWN,UNKNOWN,1900-01-01,Healthy,PAPRI2021,yes,2021-07-07,True
UNKNOWN,Chinstrap,44.77,16.66,200.32,3640.64,Adult,MALE,Torgersen North,Torgersen,2023-08-18,Underweight,PAPRI2020,UNKNOWN,2020-08-17,True
CHN-0677,Chinstrap,48.34,17.52,211.18,3842.084374791102,Adult,MALE,Cormorant East,UNKNOWN,2021-03-12,Underweight,PAPRI2020,UNKNOWN,2020-03-02,False
GEN-0459,Gentoo,51.71,16.96,221.58,5372.56,Adult,MALE,Dream South,Dream,1900-01-01,Critical,PAPRI2021,yes,2021-08-30,False
UNKNOWN,Chinstrap,45.28,22.99,186.19,2448.37,Juvenile,FEMALE,Dream South,Dream,2024-01-09,Underweight,PAPRI2022,yes,2021-12-31,True
ADE-0232,Adelie,38.73,17.59,210.95,2849.53,Adult,FEMALE,Dream South,Dream,2022-11-27,Overweight,UNKNOWN,yes,2019-11-24,False
CHN-0423,Chinstrap,46.38,18.21,189.11,2863.89,Adult,MALE,Torgersen North,Torgersen,2023-01-15,Underweight,PAPRI2022,yes,2022-01-06,False
GEN-0283,Gentoo,43.62,16.4,226.81,3842.084374791102,Adult,MALE,Cormorant East,Cormorant,2021-05-14,Overweight,PAPRI2020,yes,2020-05-09,False
CHN-0027,Chinstrap,50.82,17.62,206.15,4256.03,Adult,MALE,Dream South,Cormorant,2023-01-14,Underweight,PAPRI2021,yes,2021-01-04,False
UNKNOWN,Gentoo,46.44,15.33,244.87,5230.45,Adult,MALE,UNKNOWN,Biscoe,2020-10-21,Sick,PAPRI2019,yes,2019-10-17,False
UNKNOWN,Gentoo,51.3,16.53,225.2,2897.26,Juvenile,FEMALE,Shortcut Point,Shortcut,1900-01-01,Overweight,PAPRI2020,yes,2020-05-02,True
GEN-0017,Gentoo,45.16668133802817,15.06,216.13,4880.31,Adult,FEMALE,Torgersen North,Torgersen,2024-01-29,Healthy,PAPRI2022,no,1900-01-01,False
CHN-0053,Chinstrap,52.11,19.82,209.53,3556.91,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Critical,PAPRI2022,yes,2022-07-16,True
UNKNOWN,Gentoo,44.17,16.88,210.47,4383.38,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Sick,PAPRI2023,yes,2023-01-13,True
UNKNOWN,Gentoo,48.49,13.09,207.41,3842.084374791102,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Sick,PAPRI2024,UNKNOWN,2024-08-29,True
ADE-0476,Adelie,38.68,18.93,203.55,3916.98,Adult,FEMALE,Biscoe West,Biscoe,2022-04-08,Critical,PAPRI2020,yes,2020-04-02,False
ADE-0327,Adelie,35.84,22.88,181.21,3619.12,Adult,MALE,Torgersen North,UNKNOWN,2023-08-24,Critical,UNKNOWN,yes,2022-08-22,False
UNKNOWN,Chinstrap,59.44,19.94,196.05,2668.95,Adult,MALE,Shortcut Point,Dream,2022-05-21,Underweight,PAPRI2021,yes,2021-05-10,False
UNKNOWN,Gentoo,48.16,17.485,228.0,3534.95,Adult,MALE,Cormorant East,Cormorant,1900-01-01,Sick,PAPRI2020,yes,2020-01-22,True
UNKNOWN,Adelie,35.43,19.1,187.0,3177.01,Adult,MALE,Biscoe West,Biscoe,1900-01-01,Healthy,PAPRI2019,yes,2019-12-16,True
UNKNOWN,Chinstrap,53.17,17.75,195.83,3259.28,Adult,MALE,Dream South,Dream,2022-07-31,Critical,PAPRI2020,yes,2020-07-23,True
UNKNOWN,Adelie,38.66,18.33,217.74,3543.57,Adult,MALE,Biscoe West,UNKNOWN,2021-04-28,Healthy,PAPRI2020,UNKNOWN,1900-01-01,True
UNKNOWN,Gentoo,55.18,14.56,199.315,5212.92,Adult,MALE,UNKNOWN,Torgersen,1900-01-01,UNKNOWN,PAPRI2024,yes,2024-11-27,True
UNKNOWN,Adelie,46.16,20.26,192.96,3794.8,Adult,MALE,Cormorant East,Cormorant,2023-06-11,Sick,PAPRI2021,yes,2021-06-05,True
GEN-0560,Gentoo,51.16,13.85,230.84,4671.43,Adult,MALE,Torgersen North,Torgersen,2023-12-29,Healthy,PAPRI2020,UNKNOWN,1900-01-01,False
